ln1g1k1nl/3r1sgb1/4pp1p1/1sPp2p1p/Pp5P1/3PP4/BPSG1PP1P/2GK1S1R1/LN5NL w 2P 17	9a9e
ln1gkg1nl/1r1s3s1/2p1pp1pp/p2p2p2/1p7/2P4P1/PPSPPPP1P/2G3SR1/LNK2G1NL w Bb 9	4a3b
ln5n1/rsg4sl/1pp1kbg1p/3ppppp1/p1P6/1P1PP1PR1/P1S2P1SP/1KG1G4/LN5NL w BP 25	8b7a
1+L2gksn1/3g4l/2+Lrbp1pp/1s1pp4/5PpPP/2P1+b2S1/1GSP1NP2/1K2G1R2/1N5NL w P5p 34	8d7c
lns1G1+B2/1rk6/ppp1p2pp/3pLpp2/7n1/2P2PP2/PPSPP3P/2GKG1+l2/LN6+b w rGSsnP 24	5c5d
1+L2gksn1/3g3Pl/2srbp2p/3pp2p1/5Pp1P/2P1+bl1S1/NGSP1NP2/1K2G1R2/7NL w 6p 37	4f4g+
ln1g1k1nl/1r3sgb1/4pp1p1/pspp2p1p/1p5P1/P1PPP4/BPSG1PP1P/2GK1S1R1/LN5NL w - 14	7d7e
l3k1gnl/r1sg2sb1/npp1ppppp/3p5/L8/2P6/1PSPPPPPP/1BGKG1SR1/1N5NL b Pp 11	P*9d
ln1g4b/2sk2s1l/p2p1pnpp/r1p3p2/1p4g2/P1PPR4/1PS1PPPSP/1BGKG4/LN5NL w 2P 32	3e4e
ln1g4b/2sk2s1l/p2p1pnpp/r1p2gp2/1p7/P1PP3R1/1PS1PPPSP/1BGKG4/LN5NL w 2P 31	4d3e
lns1gg1nl/1r3k1+P1/1ppppp2p/p8/5B1p1/2P6/PP1PPPP1P/2GSG1SR1/+bN2K2NL w Slp 13	L*2f
lns1k2nl/1rg4s1/ppp1p1gpp/3pbpp2/9/2P6/PPSPPPPPP/2GK3R1/LN3GSNL w B 11	8b9b
l6nl/6gk1/4ppsp1/1+S3b2p/1pP6/2b2P1P1/LP2P1P1P/1g2r1S1L/3K3N1 w RGgsNn4P2p 46	G*6h
l6nl/1r4gk1/2n1ppsp1/2pPs3p/pp1pg4/2P1BP1P1/PPNGPSP1P/LSGR4L/K6N1 w bP 27	7d7e
lrs2g1n+S/4g2k1/1ppp1+Np1p/p8/4p2B1/2P4P1/PP1PPPP1P/2GSG1S1L/1N2K2N1 w rbLl2P 30	R*3i
lns2gsnl/7b1/prpkg1p1p/1p1ppp1p1/9/P1PBP4/1PSP1PPPP/1KG1G1SR1/LN5NL w - 14	7c7d
3g1k1nl/3r1sgb1/2s1pp3/3p2ppp/lN7/3PP4/1PSG1PP1P/1BGK1S1R1/1+p5NL w NlP4p 26	7c8d
1n2g1sn1/ls1g1k2l/2pr1pbpp/pp1pp4/P1P3pPP/4PP1S1/BPSP2P2/1KG1G2R1/LN5NL w - 21	3c4d
ln1gk1snb/r1s2g2l/p1pp1ppp1/1p2p3p/9/2PPG4/PPS1PPPPP/1BGK2SR1/LN5NL b - 11	5f6e
ln2k2nl/1r1g2g2/3sppsp1/2pp4p/pp7/2P1BP1P1/PPSPPSP1P/1KG1G2R1/LN5NL w bP 16	6c5d
lr3+N+N+L1/1s7/1pppk1G1p/p3b1p2/4p4/2P2L1gP/1GSPPPP2/1P3KSpL/+r3G2N1 w bsn3p 52	5d1h+
lns1k1s1l/1r7/ppp1p2pp/3pgpp2/7nB/2P2PP2/PPSPP3P/2GKG1Sb1/LN5NL w rGP 17	5a6b
Rns3gnl/l3ks1b1/ppgp1pppp/4p4/3s5/1G6P/PP+pPPPPP1/1B1KG1SR1/LN5NL b p 16	8i7g
1+L2gksn1/3g4l/1sprbp1pp/1P1pp4/2L2PpPP/2P1+b2S1/1GSP1NP2/1K2G1R2/1N5NL w 4p 33	8c8d
l1s2gsn1/7+Pl/p2kg1p1p/1r2pp3/1n1p5/P1K1P4/3P1PPRP/3BG1S2/LN5NL w BgSP4p 32	P*7e
R5gnl/2sg1ksb1/lpp1ppp1p/3p3p1/9/2P6/1PSPPPPPP/1BGKG1SR1/1N5NL b Nl2p 15	9a9c+
+L5gnl/2s1gksb1/+Rpplppp1p/N2p3p1/9/2P6/1PSPPPPPP/1BGKG1SR1/1N5NL b 2p 19	9d8b+
1n1g1k1nl/3r1sgb1/4pp1p1/1sPp2pPp/lp7/3PP4/1PSG1PP1P/pBGK1S1R1/LN5NL w 2P 19	2c2d
3g1k1nl/1+N3s1b1/2r1pp1g1/1s1p2ppp/l6R1/3PP4/1PSG1PP1P/1BGK1S3/1+p5NL w nL5p 31	2d2e
lnsgk1snb/r4g2l/pppp1ppp1/4p3p/9/2PP5/PPSGPPPPP/1BGK3R1/LN4SNL b - 9	3i3h
